listing_id,property_type,country,city,neighborhood,surface_m2,num_rooms,num_bathrooms,floor,year_built,price,listing_date,condition,heating_type,parking,energy_rating
2620,Villa ,Portugal,Coimbra,SUBURBS,78,,1,7,2006,1037851,05/10/2018,Old,Gas,,A
2879,Villa ,Spain,Valencia,Industrial,377,8,2,6,1984,90328,09-23-2018,,Solar,NO,B
2729,Villa ,Portugal,Setúbal,City Center,80,5,4,13,1952,1807113,2021-08-11,Renovated,Gas,0,b
1072,Penthouse,France,Bordeaux,City Center,303,5,1,16,1999,994461,2021-10-20,Good,Solar,0,G
2256,Penthouse,Spain,Alicante,city center,196,3,4,12,2011,128258,18/03/2021,Old,Electric,No,G
1807,Villa ,Italy,Milan,,379,1,1,12,,317860,2023-03-13,Renovated,Solar,NO,a
2893,duplex,France,Toulouse,city center,340,6,1,18,1979,1204555,2023-11-13,,gas,Yes,C
2777,HOUSE,France,Marseille,City Center,122,7,4,13,1958,157695,20/05/2021,Renovated,Electric,Yes,F
2340, studio,France,Toulouse,,60,8,1,10,1997,1477096,2018-07-09,Good,Electric,,A
1154,APT,Netherlands,Eindhoven,Residential,234,4,3,10,2000,666926,2024-03-17,,,NO,c
2935,VILLA,Spain,Alicante,city center,152,5,3,1,1956,377467,2020-04-19,New,,no,a
2968,HOUSE,Netherlands,Eindhoven,SUBURBS,330,8,4,7,2002,1124258,2020-07-17,Old,gas,yes,a
1996,HOUSE,Portugal,Porto,Industrial,246,3,,9,,379198,04-19-2023,Good,electric,Yes,G
2633,duplex,Portugal,Porto,,290,3,2,1,1979,1401028,2020-07-07,,CENTRAL,No,c
1212,APT,Portugal,Coimbra,SUBURBS,42,3,3,4,2022,389998,2019-04-27,New,,Yes,
2858,Villa ,Germany,Cologne,Residential,41,,2,1,,887385,04-13-2024,New,,yes,A
1915,Penthouse,Germany,Düsseldorf,City Center,100,6,1,9,1998,1501332,2024-10-13,New,Central,,
2235,VILLA,Portugal,Braga,Industrial,243,5,2,15,2006,1193241,2018-04-30,,electric,1,a
2400, studio,Italy,Naples,SUBURBS,62,5,3,11,1998,253208 EUR,2023-03-01,Good,CENTRAL,,c
2457,house,France,Marseille,City Center,92,3,1,1,1982,147700,2024-05-15,Good,Gas,No,G
2820,HOUSE,Portugal,Setúbal,city center,74,3,3,0,2014,684566,15/03/2018,New,Electric,1,G
2261,Penthouse,Germany,Leipzig,,384,6,1,5,1989,1295535,2023-05-04,Renovated,gas,yes,
2224,VILLA,Portugal,Lisbon,City Center,183,,4,14,1961,681617 EUR,2024-11-12,Renovated,gas,yes,E
1694,Penthouse,Spain,Alicante,Suburbs,287,4,4,11,,967855,2020-01-07,New,,,B
2953,apartment,Germany,Cologne,Industrial,367,8,2,2,2015,1689931 EUR,2024-08-11,New,Central,no,A
1398,VILLA,Spain,Alicante,Historic,71,8,1,13,1987,494325,2022-08-19,Old,Central,NO,D
1147,duplex,Switzerland,Basel,,257,1,1,1,1972,1837295 EUR,2019-11-30,,,No,F
2535,apartment,,Nice,Suburbs,159,8,1,18,1992,108157,2021-03-29,Good,Electric,No,
1848,APT,Belgium,Namur,Suburbs,398,7,2,4,1964,232201,2018-03-12,Renovated,,No,B
1583,apartment,,Florence,Suburbs,238,8,1,13,2010,861356 EUR,05/05/2022,Good,Central,Yes,A
1655,HOUSE,Italy,Florence,Residential,223,8,1,,1968,1603814 EUR,2024-08-09,Good,,0,G
1747,VILLA,Germany,Munich,Historic,221,6,3,9,1957,1268893,2024-10-12,,gas,NO,A
1824,house,,Eindhoven,Suburbs,89,8,1,8,2008,1912828 EUR,2021-01-14,New,Solar,no,D
1980,Penthouse,Belgium,Bruges,Suburbs,174,5,2,6,1957,719518,2020-04-21,New,CENTRAL,1,B
2621,duplex,France,Marseille,SUBURBS,272,5,3,19,,1147724 EUR,2019-12-15,Good,Gas,yes,b
1844, studio,Spain,Valencia,city center,,7,1,,1994,312339,2020-11-25,Renovated,Gas,yes,
1386,VILLA,Belgium,Brussels,Suburbs,213,3,2,19,2001,167433,2022-07-18,Renovated,gas,YES,E
1240,apartment,France,Marseille,City Center,177,2,4,18,1971,184128,2022-07-05,,Gas,NO,D
1697, studio,Portugal,Coimbra,Residential,388,5,4,8,1953,1000135,2024-07-03,Old,,0,a
1365,Villa ,France,Strasbourg,Historic,365,4,,11,1959,1810368,2024-01-18,Renovated,,1,E
2700,APT,Portugal,Coimbra,Residential,25,,4,,2001,1478019,2023/05/13,,Electric,1,b
2546,house,Switzerland,Lausanne,SUBURBS,101,7,2,17,1972,1105501,2023-06-12,Good,CENTRAL,No,c
2213,house,Switzerland,Bern,,103,2,4,2,1973,1206019,2019-10-08,,Gas,No,A
1056,Penthouse,Germany,Frankfurt,City Center,268,4,2,4,1967,211826,2024-12-06,Good,Gas,yes,
2805,apartment,Italy,Florence,City Center,257,5,1,10,2014,88705,2021-01-08,Good,Central,,b
1217,VILLA,Belgium,Bruges,City Center,185,1,,10,1992,880575,2018-05-26,Old,CENTRAL,1,G
2243,Penthouse,,Bruges,Suburbs,166,2,2,5,1994,1496361,2023-12-10,New,gas,NO,B
2792, studio,Switzerland,Lausanne,Industrial,246,2,3,1,1963,647307,2020-04-06,Good,,,
2891,duplex,Switzerland,Lausanne,Residential,246,7,2,16,,1550148,2021-11-01,Old,Electric,NO,B
2684,HOUSE,Switzerland,Geneva,SUBURBS,329,3,2,7,2020,677872,2019-12-25,,Solar,YES,G
1047,Penthouse,,Zaragoza,Residential,360,7,1,19,1986,705252,2021-02-15,,Central,no,A
2407,house,Belgium,Brussels,Suburbs,100,6,3,6,1995,1314692,09.12.2023,Old,Gas,NO,c
1189,HOUSE,,Cologne,Historic,346,,,19,1984,1081790,2018-02-03,Old,Solar,NO,G
1928, studio,Switzerland,Bern,Industrial,338,3,2,10,,1416725 EUR,2020-02-13,,,no,C
1886,duplex,Germany,Berlin,Historic,239,2,4,10,1991,259897,2020-01-19,,Solar,1,E
2607,Villa ,Italy,Milan,City Center,198,4,4,4,1963,975630,2023-08-03,Renovated,electric,no,F
2302,Penthouse,Italy,Bologna,,278,8,4,11,1986,1867898,2019-09-03,Good,Gas,NO,D
2517,duplex,Netherlands,Utrecht,Historic,37,6,2,0,1980,488753,2019-12-18,Old,Electric,YES,G
2010,VILLA,Portugal,Faro,Residential,124,,2,14,2004,1467035,2018-12-18,Renovated,,no,G
1093,apartment,Germany,Stuttgart,Suburbs,126,3,4,9,1959,390682,2018-11-18,New,Electric,,D
1904,duplex,Germany,Stuttgart,city center,310,8,2,1,1967,588071,2023-02-02,Old,Gas,YES,F
2933,house,Portugal,Coimbra,city center,40,8,1,19,1964,1155309,07.01.2022,,gas,Yes,C
1642,Villa ,Spain,Barcelona,,238,1,1,1,1974,1141057,2018-10-25,New,Gas,YES,E
1166, studio,Portugal,Coimbra,SUBURBS,38,5,4,11,1969,873128,2020-09-05,,Gas,0,C
1122,Penthouse,Germany,Munich,SUBURBS,82,1,4,5,,1988044,05/08/2020,Renovated,electric,,a
1059,Penthouse,Italy,Rome,City Center,70,6,2,1,1967,651629,2019-03-18,Renovated,Solar,no,B
1552,Villa ,Portugal,Setúbal,SUBURBS,224,6,1,5,2005,366751 EUR,2021-05-28,Renovated,Solar,YES,
1426,apartment,France,Strasbourg,Suburbs,201,3,4,8,2008,69126,2023-03-12,Good,,no,G
1549,VILLA,Belgium,Antwerp,Residential,314,4,1,6,1959,442268,2020-06-12,Good,Central,no,E
1235,duplex,,Valencia,SUBURBS,170,8,1,8,2008,1663463,2021-09-24,Renovated,Gas,1,B
1753,HOUSE,Italy,Bologna,city center,156,3,4,9,1965,160392,2021-05-17,Good,Central,1,b
2246,duplex,,Paris,Industrial,264,5,1,20,,546326,05-24-2024,Renovated,electric,No,D
2969,house,Spain,Barcelona,Industrial,79,7,3,20,1977,768259,2024-11-25,Good,,0,G
2731,house,,Lucerne,SUBURBS,246,7,,19,1963,1256398,2018-10-11,,Solar,Yes,a
1510,APT,Germany,Berlin,,343,1,2,,1973,349797,13.10.2024,Renovated,electric,No,E
1511,duplex,Netherlands,Rotterdam,city center,194,,4,10,1962,1650691,2019-04-01,Good,CENTRAL,no,
1586,APT,Portugal,Coimbra,Historic,31,5,,13,2012,1705885,27.10.2018,Good,CENTRAL,NO,G
2325,house,Italy,Bologna,SUBURBS,355,6,3,16,2010,1287407,2020-01-31,Old,electric,NO,G
1957,HOUSE,,Porto,Historic,196,6,3,20,1960,1071430 EUR,17/02/2019,Renovated,Electric,YES,E
2735,house,,Toulouse,City Center,324,,3,9,2005,640185,2019-09-30,New,Electric,yes,G
2965, studio,Portugal,Porto,City Center,53,2,4,17,2006,1991146,02-20-2024,New,electric,NO,F
2514,APT,Switzerland,Lucerne,Historic,259,7,4,20,1954,113,2021-06-22,Old,Solar,0,
2757,Villa ,,Zaragoza,Residential,369,7,4,1,1996,244034,2022/05/25,Renovated,gas,no,c
1086,duplex,Portugal,Faro,city center,51,3,4,15,2021,148323 EUR,2024-01-13,Renovated,Gas,1,A
2091,duplex,Portugal,Porto,Suburbs,85,3,3,3,1970,1495225,2019-02-21,Good,electric,YES,E
2627,house,Netherlands,Amsterdam,Residential,241,4,3,8,1973,279485,2019-02-05,Old,Central,yes,E
1892,house,France,Nantes,Industrial,378,2,2,5,1973,932124,2023-09-08,Renovated,Central,,
2789,APT,Portugal,Lisbon,City Center,304,4,3,13,1973,94873,2022-06-28,New,electric,NO,a
1372,duplex,Netherlands,Rotterdam,Residential,127,7,1,4,1963,1370280,2018-11-03,Renovated,electric,YES,a
1044,duplex,,Berlin,Industrial,94,3,3,3,1972,1436338,04/09/2021,,Electric,1,a
1305,duplex,Switzerland,Lausanne,city center,309,8,3,15,1998,1799989,2021-08-25,,gas,,D
1813,HOUSE,France,Paris,Historic,44,6,4,18,1979,85571,2023-11-09,Renovated,gas,no,a
1067,house,Portugal,Setúbal,Residential,289,7,4,2,2023,312829,2020-01-16,,Central,No,a
1660,HOUSE,France,Strasbourg,city center,202,3,2,,2019,988641,2024-11-20,Old,electric,0,
1517,house,France,Lyon,,144,8,2,8,2005,268031,2018-06-22,New,Electric,No,D
2339,APT,Netherlands,The Hague,city center,9999,2,4,6,2021,476848,2024-11-14,,Electric,Yes,a
1163,Penthouse,,Antwerp,Industrial,128,7,2,5,1970,513025,2024-02-27,Renovated,Electric,no,B
2354,Penthouse,France,Paris,Industrial,,7,4,13,,1264350 EUR,2024-09-18,Good,CENTRAL,YES,b
1973,HOUSE,Netherlands,Utrecht,SUBURBS,100,8,4,20,1975,406,2024-06-24,,Gas,no,b
2395,house,Germany,Berlin,city center,345,2,3,14,1975,1222144,2021-08-02,New,electric,0,b
1424,HOUSE,France,Marseille,City Center,,2,2,3,1976,1043509,2024-02-18,Old,Electric,,C
1016,HOUSE,Netherlands,Utrecht,Industrial,360,6,3,9,1965,1113512,2019-12-14,,Central,no,E
2784,Villa ,France,Toulouse,SUBURBS,157,5,3,5,1950,786954,2024-08-04,Old,Electric,Yes,D
1984,VILLA,Spain,Alicante,Historic,325,5,3,12,2004,1317747,2021-10-27,Old,Solar,NO,F
1528,VILLA,Switzerland,Geneva,Residential,131,6,1,19,1969,834687,26/09/2018,Renovated,Electric,NO,c
1732,house,Germany,Hamburg,Historic,180,6,1,5,,1853407,2020-11-22,,CENTRAL,Yes,
1731,house,Spain,Barcelona,Suburbs,279,7,1,4,1952,738985,2024-12-18,Renovated,Electric,yes,A
1185, studio,France,Marseille,SUBURBS,358,,1,,1976,882664,05/10/2020,Renovated,Solar,YES,E
1960,VILLA,Belgium,Bruges,Residential,40,2,2,13,2006,1211249,2021-05-31,Renovated,,Yes,b
1037,HOUSE,Portugal,Lisbon,Historic,247,3,3,1,1953,730262,28.10.2018,,Gas,YES,
1268,Villa ,Germany,Cologne,City Center,271,7,2,12,1989,1072267,09.07.2018,Renovated,,NO,A
2679,house,,Lisbon,Residential,192,5,1,5,2016,1095729 EUR,2018-03-28,Renovated,CENTRAL,1,A
2902,Villa ,Portugal,Setúbal,SUBURBS,248,1,3,16,1980,1182826,2021-01-16,Renovated,Solar,Yes,C
2505,house,Portugal,Faro,Historic,231,6,2,5,2015,330761,2018-04-08,,,0,E
1765, studio,Spain,Zaragoza,Historic,322,,4,,2020,800261,2018-10-19,New,Gas,No,C
1049,duplex,France,Lyon,Residential,246,7,4,13,2006,622872,2020-06-22,New,Solar,no,D
1887,house,Belgium,Brussels,City Center,106,4,3,13,1994,1687676 EUR,2021-04-16,Good,gas,yes,G
1309,apartment,Spain,Bilbao,Residential,182,8,4,15,1958,110621,2019-05-30,New,Solar,yes,F
2337,duplex,Portugal,Braga,City Center,388,2,4,4,2004,464141,2018-05-03,Old,electric,no,b
2750,VILLA,Netherlands,Utrecht,City Center,386,5,2,17,1965,304865,04/04/2023,,electric,no,G
2672,VILLA,Switzerland,Geneva,SUBURBS,269,8,3,17,2013,854362,2024-12-16,Good,,No,F
1827,duplex,Switzerland,Lucerne,Residential,71,4,2,11,1984,1687420,2019-08-14,Old,Central,0,
2863, studio,Switzerland,Bern,City Center,,3,3,16,1974,377574,2023-02-07,Good,Solar,NO,b
1734,duplex,Spain,Madrid,,198,3,1,13,,145645,2021-10-11,Good,CENTRAL,NO,D
2066,house,Italy,Venice,Industrial,34,8,,15,1965,1427540,2021-01-12,Good,Central,,c
2124,apartment,Italy,Venice,SUBURBS,120,,4,9,2000,1032962 EUR,2023-03-20,Renovated,Central,1,G
1259,APT,Belgium,Ghent,,345,6,1,9,1987,1160677,2021-07-19,Renovated,,NO,B
2774,HOUSE,France,Toulouse,Industrial,280,1,2,9,1986,893362,09-15-2024,Good,Electric,no,b
1289,APT,,Liège,Suburbs,60,8,3,,1969,1485110 EUR,04.07.2021,Renovated,CENTRAL,no,b
2961,HOUSE,Switzerland,Zurich,city center,214,4,2,8,1994,985832,2019-11-13,Old,Gas,yes,A
1244,house,,Berlin,SUBURBS,283,2,1,14,1980,1292995,2022-08-17,Good,Electric,1,b
1502,Villa ,,Lucerne,SUBURBS,353,6,1,20,1973,1256331,01/07/2024,Renovated,Solar,NO,a
1947,house,Switzerland,Zurich,,339,1,,7,1971,1038862,2024-01-30,,,1,
2329,house,Spain,Zaragoza,City Center,,6,3,8,1983,1913859,2023/01/15,Renovated,Gas,,b
2057,APT,France,Toulouse,Suburbs,,7,4,,2015,1994002,2020-07-22,New,CENTRAL,yes,C
2839,VILLA,Germany,Leipzig,Residential,334,2,3,8,1992,1983863,2023-10-15,Renovated,,Yes,A
1438, studio,Portugal,Braga,SUBURBS,87,1,3,2,,162,2024-10-26,Renovated,,yes,
2205,apartment,Netherlands,Groningen,City Center,256,7,3,10,2014,994640 EUR,2021-06-21,Renovated,Central,1,D
2773,VILLA,Spain,Zaragoza,City Center,293,6,,12,2001,535268,2018/05/18,New,gas,NO,G
1842,duplex,Spain,Alicante,Suburbs,372,6,2,7,2009,1706055,2020-02-06,Good,CENTRAL,No,a
2974, studio,Switzerland,Lausanne,Suburbs,375,1,3,11,2013,1056819,2020-10-03,,,,F
2475,house,,Bilbao,Residential,62,,1,3,1963,1938258,2021-03-18,,Solar,yes,B
2877,apartment,Italy,Venice,,70,1,2,18,,256333,15/10/2023,Good,electric,no,B
1323, studio,Germany,Frankfurt,SUBURBS,292,7,,19,1990,950811,2018-08-07,Good,electric,YES,B
1488,house,,Strasbourg,,391,1,3,1,2000,812048,2024-07-02,Good,CENTRAL,,c
2412,Villa ,Switzerland,Basel,City Center,125,4,3,6,1983,1959779,2024-10-26,Good,Electric,NO,B
2540,Villa ,Netherlands,Rotterdam,Suburbs,327,8,2,0,1987,245018,2023-01-16,,Central,,
1679,HOUSE,Italy,Genoa,city center,331,2,2,1,2000,1378106,2019-07-26,New,Electric,No,G
2020,APT,,Utrecht,SUBURBS,253,7,3,19,1955,1328004,2019-10-24,Good,gas,NO,D
1951,house,Belgium,Bruges,,43,4,3,13,1955,254,2023-01-02,New,Gas,YES,B
1351,HOUSE,Belgium,Brussels,City Center,65,6,2,18,1964,821200,2022-10-02,Good,Solar,No,G
2813,HOUSE,,Liège,Residential,34,8,2,5,1994,7,2020-02-29,Old,Electric,0,D
2082,house,Switzerland,Bern,,201,2,3,11,2006,468845,23/11/2018,New,gas,NO,G
2120,VILLA,Portugal,Lisbon,Residential,109,6,2,7,2003,1930991,2022-05-18,New,Gas,yes,D
1002, studio,Belgium,Brussels,Industrial,71,7,3,20,2008,1799256,06.04.2023,,Solar,NO,A
2447,Villa ,Italy,Genoa,Residential,,8,4,1,2002,622555 EUR,08-05-2024,New,Solar,NO,c
2782,Penthouse,France,Nantes,,262,5,1,18,2002,1200875,2022-03-02,,,NO,D
2872,duplex,,Coimbra,Historic,85,2,,15,2015,694644,2022-12-05,New,,yes,A
1395,APT,Portugal,Faro,Suburbs,25,4,1,10,1968,1442640,04.06.2024,Old,Gas,1,c
2282,duplex,,Geneva,,234,7,3,15,1982,1712569,2021-08-26,New,CENTRAL,,G
2793,APT,Switzerland,Zurich,SUBURBS,261,,3,18,2007,298030,2021-02-11,,Gas,,b
2277,VILLA,Portugal,Braga,Residential,227,1,4,7,2008,674247,2022-01-07,New,Solar,0,F
2471,VILLA,Germany,Munich,SUBURBS,292,5,2,12,1988,548360,2024-11-05,Old,,yes,b
2855,apartment,,Seville,,22,5,3,19,2017,333544,2020-07-12,Renovated,gas,YES,a
1662,apartment,Switzerland,Lausanne,Industrial,35,2,2,17,1985,418904,10-10-2020,Good,,,D
2116,Penthouse,,Eindhoven,SUBURBS,41,,4,11,1986,1547124 EUR,2018-05-08,New,electric,Yes,G
2059,Penthouse,France,Strasbourg,Suburbs,366,8,3,15,,1925671 EUR,28.09.2020,Renovated,Electric,0,b
2676,Villa ,Spain,Bilbao,Residential,231,3,1,19,2020,1838535,2022-04-11,,gas,,A
1497,duplex,Belgium,Liège,Industrial,209,3,3,11,1992,1789024,2021-12-19,Old,,Yes,D
2323,house,Belgium,Liège,Suburbs,,7,3,13,2000,1613567,2019-04-02,New,,No,A
1428,duplex,Spain,Madrid,city center,78,,1,11,2006,1321992,2020-03-12,Renovated,Solar,YES,C
2928,Villa ,Spain,Alicante,Historic,,6,1,8,1981,355365 EUR,2022-04-05,New,Solar,Yes,C
1636,duplex,Portugal,Faro,Industrial,282,1,2,11,1963,556343,2018-09-10,Renovated,Central,no,D
2746,VILLA,Switzerland,Zurich,Residential,367,7,1,,2005,1292817,03-20-2023,,gas,Yes,E
2077,Villa ,Belgium,Brussels,,189,1,2,10,2018,1877234,2021/04/17,Old,Central,,D
1466,house,Switzerland,Lausanne,Historic,271,3,4,3,2019,130097 EUR,2019-05-05,New,CENTRAL,No,a
1092,VILLA,Portugal,Braga,City Center,263,1,1,2,1971,1098279,2024-05-10,New,,0,b
2148,duplex,Belgium,Antwerp,Industrial,261,7,1,1,1953,1240394,12-25-2021,Good,Central,YES,G
2196,VILLA,France,Paris,city center,167,5,3,0,2020,259405,2024-07-29,Renovated,Central,NO,A
1363, studio,France,Nice,Industrial,367,7,4,14,1973,792394,2018-12-23,Renovated,Electric,No,B
1332,house,,Düsseldorf,,216,3,1,1,2000,552677,2023-07-15,New,CENTRAL,No,B
2835,house,Portugal,Coimbra,Suburbs,342,,2,6,,71141,19.12.2024,Good,Electric,NO,E
1138,duplex,France,Bordeaux,Suburbs,331,5,3,12,2004,1835905 EUR,2022-03-13,Renovated,,No,
2843,apartment,France,Lyon,Residential,38,7,2,20,,1015117 EUR,2019-01-11,Good,Solar,,a
1703,apartment,Spain,Zaragoza,Historic,136,7,2,10,2003,340,2018-07-21,Renovated,Gas,no,a
2825,APT,Netherlands,Groningen,Industrial,,1,2,18,1953,1172283,2021-08-10,,electric,1,b
1761,duplex,Belgium,Bruges,Residential,226,8,2,14,1991,1630731 EUR,01/09/2023,Good,CENTRAL,0,c
2291,HOUSE,Spain,Valencia,city center,80,7,1,17,1958,221691,2020-06-26,Renovated,electric,yes,A
2495,Penthouse,Spain,Malaga,Suburbs,232,7,1,13,2003,1223729,2018-02-27,Renovated,Electric,,B
2108,house,Netherlands,Utrecht,city center,398,3,3,5,1955,229288,2018-03-22,Renovated,Gas,No,C
2053,Penthouse,,Bruges,city center,,6,1,6,1973,1012126,2022-01-21,,electric,yes,b
2717,apartment,Belgium,Ghent,Industrial,386,8,1,0,2015,919068,2024-01-21,Renovated,CENTRAL,Yes,
2262,apartment,Germany,Berlin,City Center,77,7,1,6,2007,618122,2021-12-07,Renovated,electric,No,c
2257,duplex,Spain,Barcelona,Historic,217,1,2,2,,237330,2021-12-07,Old,Solar,,a
1209,house,Switzerland,Lausanne,city center,372,6,4,13,1981,899067,2018-06-07,New,Solar,0,a
1531,VILLA,Spain,Bilbao,Residential,108,6,1,0,2018,149001,2020-01-01,New,Solar,No,
2041,APT,Portugal,Setúbal,Suburbs,113,6,1,16,1956,812267 EUR,2022-11-02,New,Solar,NO,B
2936,HOUSE,Switzerland,Zurich,Suburbs,295,2,4,16,1958,403990,2021-04-09,Good,Solar,No,c
2758,VILLA,,Lyon,Residential,74,1,2,5,1977,54594,2019-04-05,New,electric,NO,B
2484,APT,,Genoa,Industrial,381,4,3,,1970,646262,2024/04/07,,electric,0,
2989,VILLA,Italy,Bologna,Suburbs,358,5,1,18,2005,778651,2021-08-10,,Central,No,a
2722, studio,Switzerland,Lausanne,,56,,3,10,2013,1930607,26/01/2024,,gas,no,c
1548,HOUSE,Germany,Munich,Industrial,,7,2,1,1976,1553614,2020-12-22,Good,Central,No,C
2209,APT,Spain,Seville,SUBURBS,178,5,3,8,2022,1726296,2019-08-28,New,gas,NO,A
2885, studio,Netherlands,Groningen,city center,397,2,3,11,2007,1401875,2020-03-21,Old,electric,no,a
1742,Villa ,Spain,Zaragoza,Historic,280,8,,8,,745622,03-18-2018,Good,Gas,yes,A
2435,apartment,Switzerland,Lausanne,Historic,66,1,2,2,2013,1322378 EUR,11-15-2022,Renovated,Electric,Yes,c
1836,Villa ,Italy,Venice,Industrial,121,6,2,17,,614166,2021-01-28,New,Gas,No,C
1328,APT,,Rotterdam,City Center,377,7,2,14,2006,1838753,2021-10-23,Old,,NO,b
2286,VILLA,Netherlands,The Hague,,229,2,1,9,1955,307159,2019-02-16,Renovated,Central,Yes,C
1197,Villa ,Netherlands,Groningen,City Center,293,8,3,17,1990,730849,2024-03-03,Old,electric,,A
2637,HOUSE,Netherlands,Rotterdam,City Center,9999,8,,8,1956,58592,2023-01-08,,CENTRAL,yes,b
2719,apartment,France,Strasbourg,City Center,338,6,1,4,2001,857046,2022-10-17,Old,Central,no,
1924,HOUSE,Portugal,Braga,,181,7,1,16,1994,972825,2018-08-20,Renovated,Solar,No,c
1195,house,Italy,Milan,Historic,118,2,1,,2023,1803847,16/11/2019,Renovated,gas,NO,A
1368,APT,Germany,Düsseldorf,City Center,400,6,1,6,1970,1055154 EUR,2022-06-26,Old,Gas,No,B
1494,house,Italy,Genoa,city center,70,1,3,6,1959,1053065,2019-04-02,Good,electric,Yes,E
2576,Villa ,Belgium,Namur,Historic,218,,4,1,1991,483726,2020-01-17,Old,Electric,Yes,
2949,Penthouse,Germany,Hamburg,City Center,146,5,1,14,,742792,2022-01-31,,Solar,,G
1691,VILLA,Portugal,Braga,SUBURBS,169,2,,3,1998,361300,2020-01-20,,,No,b
2614,Villa ,Belgium,Bruges,city center,314,5,3,2,1974,472060,2020-12-03,New,CENTRAL,YES,G
1423,house,Belgium,Bruges,Suburbs,373,6,1,18,1965,1464346 EUR,2019-09-26,New,electric,YES,B
1544,Villa ,Netherlands,Amsterdam,Historic,89,5,4,3,1969,461,2023-07-20,Good,CENTRAL,no,D
2557,house,Germany,Cologne,Suburbs,40,2,1,8,,1157349,2020-10-25,Renovated,Electric,yes,G
1232,Villa ,,Amsterdam,city center,324,3,4,12,2002,549011,2018-08-04,Renovated,electric,0,D
1028,duplex,Spain,Madrid,SUBURBS,260,8,4,5,,157744,10/10/2024,Old,Solar,0,G
1447,apartment,Switzerland,Basel,SUBURBS,308,7,,12,1991,718107,2024-11-25,Good,Electric,no,E
1895,Penthouse,Portugal,Setúbal,Historic,124,,4,14,1961,1596728,2019-12-23,Good,Electric,YES,F
1194,VILLA,Switzerland,Zurich,City Center,214,,1,19,1996,550771,2020/06/14,New,Central,yes,C
2924,HOUSE,Belgium,Bruges,Industrial,379,1,1,2,1959,395394,2022-05-18,Good,Solar,0,c
2653,duplex,Portugal,Braga,SUBURBS,24,3,1,,1964,1404736 EUR,2018-11-18,,Central,,c
1352,Villa ,Switzerland,Basel,city center,171,4,4,,2008,1311364,2021-01-25,Old,Solar,1,E
1237,apartment,Netherlands,Utrecht,Suburbs,283,8,4,12,2005,1820099,2022/06/11,New,CENTRAL,0,F
1855,VILLA,Germany,Cologne,city center,,6,3,16,2009,116013,2019-10-27,,Central,,b
1376,apartment,Netherlands,Amsterdam,city center,202,4,3,8,1972,82796,2024-10-11,Good,CENTRAL,no,D
1233,duplex,Portugal,Braga,Industrial,94,7,1,14,,851120,2021-01-21,New,,,
2490,APT,Belgium,Brussels,,310,6,4,11,1971,401752,2019-10-21,Renovated,Electric,no,b
1020,Villa ,Portugal,Setúbal,Industrial,9999,4,1,13,2003,743908,2024-06-16,Renovated,,,G
2894,Villa ,Netherlands,Rotterdam,Industrial,371,4,1,6,1994,96471,2023-10-17,Renovated,Central,0,c
2519,HOUSE,Spain,Barcelona,city center,181,7,4,7,1981,1189689,2021-09-01,Good,Electric,YES,E
2612,Penthouse,Belgium,Antwerp,Suburbs,92,8,3,11,1950,892977,08-03-2019,New,Gas,YES,
1769,HOUSE,Switzerland,Basel,,234,4,4,13,,1498348,2022/12/13,Old,electric,No,B
2126,APT,Spain,Barcelona,Suburbs,38,6,2,12,1952,1695482,2019-06-20,New,electric,Yes,B
1698,duplex,France,Bordeaux,Residential,293,7,2,13,1955,338273 EUR,2024/02/03,New,Solar,NO,c
1646,HOUSE,Germany,Stuttgart,City Center,170,1,3,19,2022,1711570,2019-08-02,,Central,,b
2845,apartment,Italy,Rome,City Center,47,3,3,8,1995,899785,2023-09-15,Renovated,Electric,no,F
2335, studio,Belgium,Brussels,SUBURBS,190,1,4,19,2002,807306,09-25-2018,Renovated,,1,
2648,VILLA,Switzerland,Bern,city center,,6,4,7,1995,1024120,2023-01-02,Old,electric,Yes,c
2748,VILLA,Portugal,Lisbon,Suburbs,55,2,1,,2008,642118,2023-06-18,Renovated,Solar,1,C
2107,apartment,Belgium,Liège,Residential,196,4,2,1,2000,1339862 EUR,06-24-2023,Renovated,Electric,No,b
2032,VILLA,Netherlands,Utrecht,Residential,318,4,1,18,1967,1859783,2022-10-22,Renovated,Central,Yes,b
1516, studio,,Basel,Suburbs,287,2,1,7,1996,1873182,2021-02-03,Renovated,gas,no,F
2947,house,Belgium,Antwerp,,258,1,2,14,2003,1989091,2021-01-28,Renovated,gas,Yes,E
1411,HOUSE,,Namur,Suburbs,,,2,2,1959,1087263,2023-12-02,Renovated,electric,yes,a
1099,VILLA,France,Nice,city center,324,,1,11,1981,398837,2018-02-13,,Solar,1,F
1215,Penthouse,Spain,Bilbao,SUBURBS,289,7,2,19,1976,172021,2021-03-22,Renovated,CENTRAL,yes,b
1436,house,Switzerland,Lucerne,Historic,78,1,4,8,,632939 EUR,2022-12-24,Good,gas,0,A
1982,duplex,Switzerland,Bern,Suburbs,239,,1,17,1980,1703851,2021-03-18,New,CENTRAL,no,A
2035, studio,Switzerland,Basel,Historic,260,5,1,15,1991,1904154,2023-07-25,,electric,YES,F
1726,HOUSE,France,Strasbourg,Industrial,240,6,1,15,1950,587763,2020-07-18,,electric,,b
2663, studio,Netherlands,Utrecht,,271,5,3,8,2020,798550,2021-10-17,New,CENTRAL,Yes,b
